,0,1,Freebase_ID,movie,actor,character,trope
118,corrupt_corporate_executive,"{'char': 'Henry F. Potter', 'movie': ""It's a Wonderful Life"", 'id': '/m/0j_11c', 'actor': 'Lionel Barrymore'}",/m/0j_11c,It's a Wonderful Life,Lionel Barrymore,Henry F. Potter,corrupt_corporate_executive
119,corrupt_corporate_executive,"{'char': 'Royalton', 'movie': 'Speed Racer', 'id': '/m/03jqz37', 'actor': 'Roger Allam'}",/m/03jqz37,Speed Racer,Roger Allam,Royalton,corrupt_corporate_executive
120,corrupt_corporate_executive,"{'char': 'B.Z.', 'movie': 'Santa Claus: The Movie', 'id': '/m/0k2w67', 'actor': 'John Lithgow'}",/m/0k2w67,Santa Claus: The Movie,John Lithgow,B.Z.,corrupt_corporate_executive
121,corrupt_corporate_executive,"{'char': 'Les Grossman', 'movie': 'Tropic Thunder', 'id': '/m/0gyjwgg', 'actor': 'Tom Cruise'}",/m/0gyjwgg,Tropic Thunder,Tom Cruise,Les Grossman,corrupt_corporate_executive
122,corrupt_corporate_executive,"{'char': 'James McCullen - 1641', 'movie': 'G.I. Joe: The Rise of Cobra', 'id': '/m/0h5q191', 'actor': 'David Murray'}",/m/0h5q191,G.I. Joe: The Rise of Cobra,David Murray,James McCullen - 1641,corrupt_corporate_executive
123,corrupt_corporate_executive,"{'char': 'Ed Dillinger', 'movie': 'Tron', 'id': '/m/0k7cbx', 'actor': 'David Warner'}",/m/0k7cbx,Tron,David Warner,Ed Dillinger,corrupt_corporate_executive
124,corrupt_corporate_executive,"{'char': 'Ian Hawke', 'movie': 'Alvin and the Chipmunks', 'id': '/m/03kyztz', 'actor': 'David Cross'}",/m/03kyztz,Alvin and the Chipmunks,David Cross,Ian Hawke,corrupt_corporate_executive
125,corrupt_corporate_executive,"{'char': 'Jack Bennett', 'movie': 'Edge of Darkness', 'id': '/m/08cwjsb', 'actor': 'Danny Huston'}",/m/08cwjsb,Edge of Darkness,Danny Huston,Jack Bennett,corrupt_corporate_executive
126,corrupt_corporate_executive,"{'char': 'Charles Travis', 'movie': 'Congo', 'id': '/m/02vclwl', 'actor': 'Bruce Campbell'}",/m/02vclwl,Congo,Bruce Campbell,Charles Travis,corrupt_corporate_executive
127,corrupt_corporate_executive,"{'char': 'Gary Winston', 'movie': 'Antitrust', 'id': '/m/02vbk_v', 'actor': 'Tim Robbins'}",/m/02vbk_v,Antitrust,Tim Robbins,Gary Winston,corrupt_corporate_executive
128,corrupt_corporate_executive,"{'char': 'Dietrich Banning', 'movie': 'The Tuxedo', 'id': '/m/0cgn58l', 'actor': 'Ritchie Coster'}",/m/0cgn58l,The Tuxedo,Ritchie Coster,Dietrich Banning,corrupt_corporate_executive
129,corrupt_corporate_executive,"{'char': 'Ratchet', 'movie': 'Robots', 'id': '/m/0k2mmy', 'actor': 'Greg Kinnear'}",/m/0k2mmy,Robots,Greg Kinnear,Ratchet,corrupt_corporate_executive
130,coward,"{'char': 'Beni Gabor', 'movie': 'The Mummy', 'id': '/m/03jskk3', 'actor': ""Kevin J. O'Connor""}",/m/03jskk3,The Mummy,Kevin J. O'Connor,Beni Gabor,coward
131,coward,"{'char': 'Lt. Roget / Singing man', 'movie': 'Paths of Glory', 'id': '/m/0cc_884', 'actor': 'Wayne Morris'}",/m/0cc_884,Paths of Glory,Wayne Morris,Lt. Roget / Singing man,coward
132,coward,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",/m/0k1xxm,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,Captain Jack Sparrow,coward
133,coward,"{'char': 'Carter Burke', 'movie': 'Aliens', 'id': '/m/0jt8n6', 'actor': 'Paul Reiser'}",/m/0jt8n6,Aliens,Paul Reiser,Carter Burke,coward
134,coward,"{'char': 'Ike Clanton', 'movie': 'Tombstone', 'id': '/m/0cg418l', 'actor': 'Stephen Lang'}",/m/0cg418l,Tombstone,Stephen Lang,Ike Clanton,coward
135,coward,"{'char': 'Cpl. Timothy P. Upham', 'movie': 'Saving Private Ryan', 'id': '/m/040qvsz', 'actor': 'Jeremy Davies'}",/m/040qvsz,Saving Private Ryan,Jeremy Davies,Cpl. Timothy P. Upham,coward
136,crazy_jealous_guy,"{'char': 'Jake LaMotta', 'movie': 'Raging Bull', 'id': '/m/0k28_g', 'actor': 'Robert De Niro'}",/m/0k28_g,Raging Bull,Robert De Niro,Jake LaMotta,crazy_jealous_guy
137,crazy_jealous_guy,"{'char': 'Sir Alfred De Carter', 'movie': 'Unfaithfully Yours', 'id': '/m/02vct43', 'actor': 'Rex Harrison'}",/m/02vct43,Unfaithfully Yours,Rex Harrison,Sir Alfred De Carter,crazy_jealous_guy
138,crazy_jealous_guy,"{'char': 'Heathcliff', 'movie': 'Wuthering Heights', 'id': '/m/0k86mc', 'actor': 'Laurence Olivier'}",/m/0k86mc,Wuthering Heights,Laurence Olivier,Heathcliff,crazy_jealous_guy
139,crazy_jealous_guy,"{'char': 'Alisdair Stewart', 'movie': 'The Piano', 'id': '/m/0k63tb', 'actor': 'Sam Neill'}",/m/0k63tb,The Piano,Sam Neill,Alisdair Stewart,crazy_jealous_guy
140,crazy_jealous_guy,"{'char': 'Dr. Stephen Fleming', 'movie': 'Damage', 'id': '/m/0jwy3x', 'actor': 'Jeremy Irons'}",/m/0jwy3x,Damage,Jeremy Irons,Dr. Stephen Fleming,crazy_jealous_guy
141,crazy_jealous_guy,"{'char': 'Otto', 'movie': 'A Fish Called Wanda', 'id': '/m/0jsqxv', 'actor': 'Kevin Kline'}",/m/0jsqxv,A Fish Called Wanda,Kevin Kline,Otto,crazy_jealous_guy
142,crazy_jealous_guy,"{'char': 'Frank N. Furter', 'movie': 'The Rocky Horror Picture Show', 'id': '/m/0k69_1', 'actor': 'Tim Curry'}",/m/0k69_1,The Rocky Horror Picture Show,Tim Curry,Frank N. Furter,crazy_jealous_guy
143,crazy_jealous_guy,"{'char': 'David McCall', 'movie': 'Fear', 'id': '/m/0jy3_h', 'actor': 'Mark Wahlberg'}",/m/0jy3_h,Fear,Mark Wahlberg,David McCall,crazy_jealous_guy
144,crazy_jealous_guy,"{'char': 'Bud White', 'movie': 'L.A. Confidential', 'id': '/m/0j_n0t', 'actor': 'Russell Crowe'}",/m/0j_n0t,L.A. Confidential,Russell Crowe,Bud White,crazy_jealous_guy
145,crazy_jealous_guy,"{'char': 'Tony Montana', 'movie': 'Scarface', 'id': '/m/02_8_nx', 'actor': 'Al Pacino'}",/m/02_8_nx,Scarface,Al Pacino,Tony Montana,crazy_jealous_guy
146,crazy_jealous_guy,"{'char': 'Martin Burney', 'movie': 'Sleeping with the Enemy', 'id': '/m/0k3ddh', 'actor': 'Patrick Bergin'}",/m/0k3ddh,Sleeping with the Enemy,Patrick Bergin,Martin Burney,crazy_jealous_guy
147,crazy_jealous_guy,"{'char': ""Sam 'Ace' Rothstein"", 'movie': 'Casino', 'id': '/m/0jw4vx', 'actor': 'Robert De Niro'}",/m/0jw4vx,Casino,Robert De Niro,Sam 'Ace' Rothstein,crazy_jealous_guy
148,crazy_jealous_guy,"{'char': 'Tommy DeVito', 'movie': 'Goodfellas', 'id': '/m/0jyytb', 'actor': 'Joe Pesci'}",/m/0jyytb,Goodfellas,Joe Pesci,Tommy DeVito,crazy_jealous_guy
149,crazy_jealous_guy,"{'char': 'John Lotter', 'movie': ""Boys Don't Cry"", 'id': '/m/0jvqzw', 'actor': 'Peter Sarsgaard'}",/m/0jvqzw,Boys Don't Cry,Peter Sarsgaard,John Lotter,crazy_jealous_guy
150,crazy_jealous_guy,"{'char': 'Jake McKenna', 'movie': 'U Turn', 'id': '/m/0k7gxk', 'actor': 'Nick Nolte'}",/m/0k7gxk,U Turn,Nick Nolte,Jake McKenna,crazy_jealous_guy
151,crazy_jealous_guy,"{'char': 'Duke of Monroth', 'movie': 'Moulin Rouge!', 'id': '/m/0k0vyn', 'actor': 'Richard Roxburgh'}",/m/0k0vyn,Moulin Rouge!,Richard Roxburgh,Duke of Monroth,crazy_jealous_guy
152,crazy_jealous_guy,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",/m/0j_fvv,Kill Bill Volume 1,David Carradine,Bill,crazy_jealous_guy
153,crazy_jealous_guy,"{'char': 'Bobby Tennison', 'movie': 'No One Would Tell', 'id': '/m/0g9k2p6', 'actor': 'Fred Savage'}",/m/0g9k2p6,No One Would Tell,Fred Savage,Bobby Tennison,crazy_jealous_guy
154,crazy_jealous_guy,"{'char': 'Johnny Farrell', 'movie': 'Gilda', 'id': '/m/0jysmq', 'actor': 'Glenn Ford'}",/m/0jysmq,Gilda,Glenn Ford,Johnny Farrell,crazy_jealous_guy
155,crazy_jealous_guy,"{'char': 'Takeo', 'movie': 'The Grudge', 'id': '/m/0hgc9dq', 'actor': 'Takashi Matsuyama'}",/m/0hgc9dq,The Grudge,Takashi Matsuyama,Takeo,crazy_jealous_guy
156,crazy_jealous_guy,"{'char': 'Guy', 'movie': 'Swimming with Sharks', 'id': '/m/021_h9h', 'actor': 'Frank Whaley'}",/m/021_h9h,Swimming with Sharks,Frank Whaley,Guy,crazy_jealous_guy
157,crazy_jealous_guy,"{'char': 'Blue', 'movie': 'Sucker Punch', 'id': '/m/0850_tx', 'actor': 'Oscar Isaac'}",/m/0850_tx,Sucker Punch,Oscar Isaac,Blue,crazy_jealous_guy
158,crazy_jealous_guy,"{'char': 'Tony Wendice', 'movie': 'Dial M for Murder', 'id': '/m/0jx7qr', 'actor': 'Ray Milland'}",/m/0jx7qr,Dial M for Murder,Ray Milland,Tony Wendice,crazy_jealous_guy
159,crazy_jealous_guy,"{'char': 'Steven Taylor', 'movie': 'A Perfect Murder', 'id': '/m/0jsw40', 'actor': 'Michael Douglas'}",/m/0jsw40,A Perfect Murder,Michael Douglas,Steven Taylor,crazy_jealous_guy
160,crazy_jealous_guy,"{'char': 'Geoffrey Clifton', 'movie': 'The English Patient', 'id': '/m/0k4_tz', 'actor': 'Colin Firth'}",/m/0k4_tz,The English Patient,Colin Firth,Geoffrey Clifton,crazy_jealous_guy
161,crazy_survivalist,"{'char': 'Harlan Ogilvy', 'movie': 'War of the Worlds', 'id': '/m/0k7w6s', 'actor': 'Tim Robbins'}",/m/0k7w6s,War of the Worlds,Tim Robbins,Harlan Ogilvy,crazy_survivalist
162,crazy_survivalist,"{'char': 'Eli', 'movie': 'The Book of Eli', 'id': '/m/05nv915', 'actor': 'Denzel Washington'}",/m/05nv915,The Book of Eli,Denzel Washington,Eli,crazy_survivalist
163,crazy_survivalist,"{'char': 'Marvin Boggs', 'movie': 'Red', 'id': '/m/0b7n5zy', 'actor': 'John Malkovich'}",/m/0b7n5zy,Red,John Malkovich,Marvin Boggs,crazy_survivalist
164,cultured_badass,"{'char': 'James Bond', 'movie': 'Casino Royale', 'id': '/m/02hw79s', 'actor': 'Daniel Craig'}",/m/02hw79s,Casino Royale,Daniel Craig,James Bond,cultured_badass
165,cultured_badass,"{'char': 'Dorian Gray', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0dkcy1f', 'actor': 'Stuart Townsend'}",/m/0dkcy1f,The League of Extraordinary Gentlemen,Stuart Townsend,Dorian Gray,cultured_badass
166,cultured_badass,"{'char': 'Everett Hitch', 'movie': 'Appaloosa', 'id': '/m/04601vx', 'actor': 'Viggo Mortensen'}",/m/04601vx,Appaloosa,Viggo Mortensen,Everett Hitch,cultured_badass
167,cultured_badass,"{'char': 'Leopold', 'movie': 'Kate & Leopold', 'id': '/m/02tb9_v', 'actor': 'Hugh Jackman'}",/m/02tb9_v,Kate & Leopold,Hugh Jackman,Leopold,cultured_badass
168,cultured_badass,"{'char': 'Hannibal Lecter', 'movie': 'The Silence of the Lambs', 'id': '/m/0k6g86', 'actor': 'Anthony Hopkins'}",/m/0k6g86,The Silence of the Lambs,Anthony Hopkins,Hannibal Lecter,cultured_badass
169,cultured_badass,"{'char': 'Ghost Dog', 'movie': 'Ghost Dog: The Way of the Samurai', 'id': '/m/0jyr6h', 'actor': 'Forest Whitaker'}",/m/0jyr6h,Ghost Dog: The Way of the Samurai,Forest Whitaker,Ghost Dog,cultured_badass
170,cultured_badass,"{'char': 'Dupont', 'movie': 'Equilibrium', 'id': '/m/0jxwqx', 'actor': 'Angus Macfadyen'}",/m/0jxwqx,Equilibrium,Angus Macfadyen,Dupont,cultured_badass
171,cultured_badass,"{'char': 'Arthur Burns', 'movie': 'The Proposition', 'id': '/m/0k66rt', 'actor': 'Danny Huston'}",/m/0k66rt,The Proposition,Danny Huston,Arthur Burns,cultured_badass
172,dean_bitterman,"{'char': 'Richard Vernon', 'movie': 'The Breakfast Club', 'id': '/m/0k4l6b', 'actor': 'Paul Gleason'}",/m/0k4l6b,The Breakfast Club,Paul Gleason,Richard Vernon,dean_bitterman
173,dean_bitterman,"{'char': 'Ed Rooney', 'movie': ""Ferris Bueller's Day Off"", 'id': '/m/0jy52w', 'actor': 'Jeffrey Jones'}",/m/0jy52w,Ferris Bueller's Day Off,Jeffrey Jones,Ed Rooney,dean_bitterman
174,dean_bitterman,"{'char': 'Mr. Nolan', 'movie': 'Dead Poets Society', 'id': '/m/0jx21w', 'actor': 'Norman Lloyd'}",/m/0jx21w,Dead Poets Society,Norman Lloyd,Mr. Nolan,dean_bitterman
175,dean_bitterman,"{'char': 'Dean Richmond', 'movie': 'The Nutty Professor', 'id': '/m/0k60j5', 'actor': 'Larry Miller'}",/m/0k60j5,The Nutty Professor,Larry Miller,Dean Richmond,dean_bitterman
176,dirty_cop,"{'char': 'Alonzo', 'movie': 'Training Day', 'id': '/m/0k79b3', 'actor': 'Denzel Washington'}",/m/0k79b3,Training Day,Denzel Washington,Alonzo,dirty_cop
177,dirty_cop,"{'char': 'Dennis Peck', 'movie': 'Internal Affairs', 'id': '/m/0jzyzv', 'actor': 'Richard Gere'}",/m/0jzyzv,Internal Affairs,Richard Gere,Dennis Peck,dirty_cop
178,dirty_cop,"{'char': 'Colin Sullivan', 'movie': 'The Departed', 'id': '/m/0k4xjq', 'actor': 'Matt Damon'}",/m/0k4xjq,The Departed,Matt Damon,Colin Sullivan,dirty_cop
179,dirty_cop,"{'char': 'Police Captain Hank Quinlan', 'movie': 'Touch of Evil', 'id': '/m/0k78gf', 'actor': 'Orson Welles'}",/m/0k78gf,Touch of Evil,Orson Welles,Police Captain Hank Quinlan,dirty_cop
180,dirty_cop,"{'char': 'Rooster', 'movie': 'Righteous Kill', 'id': '/m/02vcq3r', 'actor': 'Al Pacino'}",/m/02vcq3r,Righteous Kill,Al Pacino,Rooster,dirty_cop
181,dirty_cop,"{'char': 'Abel Turner', 'movie': 'Lakeview Terrace', 'id': '/m/02tb650', 'actor': 'Samuel L. Jackson'}",/m/02tb650,Lakeview Terrace,Samuel L. Jackson,Abel Turner,dirty_cop
182,dirty_cop,"{'char': 'The Lieutenant', 'movie': 'Bad Lieutenant', 'id': '/m/0jtz28', 'actor': 'Harvey Keitel'}",/m/0jtz28,Bad Lieutenant,Harvey Keitel,The Lieutenant,dirty_cop
183,ditz,"{'char': 'Cher Horowitz', 'movie': 'Clueless', 'id': '/m/0jwjsy', 'actor': 'Alicia Silverstone'}",/m/0jwjsy,Clueless,Alicia Silverstone,Cher Horowitz,ditz
184,ditz,"{'char': 'Mr. Bean', 'movie': ""Mr. Bean's Holiday"", 'id': '/m/0jygqg', 'actor': 'Rowan Atkinson'}",/m/0jygqg,Mr. Bean's Holiday,Rowan Atkinson,Mr. Bean,ditz
185,ditz,"{'char': 'Arthur Bach', 'movie': 'Arthur', 'id': '/m/0ghdkxh', 'actor': 'Russell Brand'}",/m/0ghdkxh,Arthur,Russell Brand,Arthur Bach,ditz
186,ditz,"{'char': 'Nick', 'movie': '30 Minutes or Less', 'id': '/m/0gvd8dq', 'actor': 'Jesse Eisenberg'}",/m/0gvd8dq,30 Minutes or Less,Jesse Eisenberg,Nick,ditz
187,ditz,"{'char': 'Henry Roth', 'movie': '50 First Dates', 'id': '/m/0jsll5', 'actor': 'Adam Sandler'}",/m/0jsll5,50 First Dates,Adam Sandler,Henry Roth,ditz
188,ditz,"{'char': 'Michael Newman', 'movie': 'Click', 'id': '/m/0jwj2t', 'actor': 'Adam Sandler'}",/m/0jwj2t,Click,Adam Sandler,Michael Newman,ditz
189,ditz,"{'char': 'Chuck Levine', 'movie': 'I Now Pronounce You Chuck and Larry', 'id': '/m/02vbl__', 'actor': 'Adam Sandler'}",/m/02vbl__,I Now Pronounce You Chuck and Larry,Adam Sandler,Chuck Levine,ditz
190,doormat,"{'char': 'George McFly', 'movie': 'Back to the Future', 'id': '/m/0jty5w', 'actor': 'Crispin Glover'}",/m/0jty5w,Back to the Future,Crispin Glover,George McFly,doormat
191,doormat,"{'char': 'Harry Dunne', 'movie': 'Dumb & Dumber', 'id': '/m/0jxmxp', 'actor': 'Jeff Daniels'}",/m/0jxmxp,Dumb & Dumber,Jeff Daniels,Harry Dunne,doormat
192,doormat,"{'char': 'Belle', 'movie': 'Beauty and the Beast: The Enchanted Christmas', 'id': '/m/0fprkm7', 'actor': ""Paige O'Hara""}",/m/0fprkm7,Beauty and the Beast: The Enchanted Christmas,Paige O'Hara,Belle,doormat
193,doormat,"{'char': 'Stu Price', 'movie': 'The Hangover', 'id': '/m/05srhg_', 'actor': 'Ed Helms'}",/m/05srhg_,The Hangover,Ed Helms,Stu Price,doormat
194,drill_sargeant_nasty,"{'char': 'Gny. Sgt. Hartman', 'movie': 'Full Metal Jacket', 'id': '/m/0jykjt', 'actor': 'R. Lee Ermey'}",/m/0jykjt,Full Metal Jacket,R. Lee Ermey,Gny. Sgt. Hartman,drill_sargeant_nasty
195,drill_sargeant_nasty,"{'char': 'Master Chief John James Urgayle', 'movie': 'G.I. Jane', 'id': '/m/0jylf1', 'actor': 'Viggo Mortensen'}",/m/0jylf1,G.I. Jane,Viggo Mortensen,Master Chief John James Urgayle,drill_sargeant_nasty
196,drill_sargeant_nasty,"{'char': 'Sgt. Hulka', 'movie': 'Stripes', 'id': '/m/022108v', 'actor': 'Warren Oates'}",/m/022108v,Stripes,Warren Oates,Sgt. Hulka,drill_sargeant_nasty
197,drill_sargeant_nasty,"{'char': 'Sergeant Thomas Highway', 'movie': 'Heartbreak Ridge', 'id': '/m/0jz8d6', 'actor': 'Clint Eastwood'}",/m/0jz8d6,Heartbreak Ridge,Clint Eastwood,Sergeant Thomas Highway,drill_sargeant_nasty
198,drill_sargeant_nasty,"{'char': 'Staff Sergeant Robert Barnes', 'movie': 'Platoon', 'id': '/m/0k1yyt', 'actor': 'Tom Berenger'}",/m/0k1yyt,Platoon,Tom Berenger,Staff Sergeant Robert Barnes,drill_sargeant_nasty
199,drill_sargeant_nasty,"{'char': 'Maj. John Reisman', 'movie': 'The Dirty Dozen: The Next Mission', 'id': '/m/0b78ft6', 'actor': 'Lee Marvin'}",/m/0b78ft6,The Dirty Dozen: The Next Mission,Lee Marvin,Maj. John Reisman,drill_sargeant_nasty
200,dumb_blonde,"{'char': 'Kitty Packard', 'movie': 'Dinner at Eight', 'id': '/m/0jx9zj', 'actor': 'Jean Harlow'}",/m/0jx9zj,Dinner at Eight,Jean Harlow,Kitty Packard,dumb_blonde
201,dumb_blonde,"{'char': 'Cindy Campbell', 'movie': 'Scary Movie 4', 'id': '/m/0k2y_7', 'actor': 'Anna Faris'}",/m/0k2y_7,Scary Movie 4,Anna Faris,Cindy Campbell,dumb_blonde
202,dumb_blonde,"{'char': 'Cindy Campbell', 'movie': 'Scary Movie 3', 'id': '/m/0k2z05', 'actor': 'Anna Faris'}",/m/0k2z05,Scary Movie 3,Anna Faris,Cindy Campbell,dumb_blonde
203,dumb_blonde,"{'char': 'Brandi', 'movie': 'Observe and Report', 'id': '/m/059sp8v', 'actor': 'Anna Faris'}",/m/059sp8v,Observe and Report,Anna Faris,Brandi,dumb_blonde
204,dumb_blonde,"{'char': 'Pola Debevoise', 'movie': 'How to Marry a Millionaire', 'id': '/m/0jzmyb', 'actor': 'Marilyn Monroe'}",/m/0jzmyb,How to Marry a Millionaire,Marilyn Monroe,Pola Debevoise,dumb_blonde
205,dumb_blonde,"{'char': 'Romy White', 'movie': ""Romy and Michele's High School Reunion"", 'id': '/m/0k2p5c', 'actor': 'Mira Sorvino'}",/m/0k2p5c,Romy and Michele's High School Reunion,Mira Sorvino,Romy White,dumb_blonde
206,dumb_blonde,"{'char': 'Michele Weinberger', 'movie': ""Romy and Michele's High School Reunion"", 'id': '/m/0k2p5j', 'actor': 'Lisa Kudrow'}",/m/0k2p5j,Romy and Michele's High School Reunion,Lisa Kudrow,Michele Weinberger,dumb_blonde
207,dumb_blonde,"{'char': 'Suzanne Stone Maretto', 'movie': 'To Die For', 'id': '/m/0k75t3', 'actor': 'Nicole Kidman'}",/m/0k75t3,To Die For,Nicole Kidman,Suzanne Stone Maretto,dumb_blonde
208,dumb_blonde,"{'char': 'Rocky Horror - A Creation', 'movie': 'The Rocky Horror Picture Show', 'id': '/m/02tb6wq', 'actor': 'Peter Hinwood'}",/m/02tb6wq,The Rocky Horror Picture Show,Peter Hinwood,Rocky Horror - A Creation,dumb_blonde
209,dumb_blonde,"{'char': 'Mia', 'movie': 'Stan Helsing', 'id': '/m/0gc3g1p', 'actor': 'Desi Lydic'}",/m/0gc3g1p,Stan Helsing,Desi Lydic,Mia,dumb_blonde
210,dumb_blonde,"{'char': 'Lina Lamont', 'movie': ""Singin' in the Rain"", 'id': '/m/0k3b2r', 'actor': 'Jean Hagen'}",/m/0k3b2r,Singin' in the Rain,Jean Hagen,Lina Lamont,dumb_blonde
211,dumb_muscle,"{'char': 'Lennie Pike', 'movie': ""It's a Mad, Mad, Mad, Mad World"", 'id': '/m/01z0cck', 'actor': 'Jonathan Winters'}",/m/01z0cck,"It's a Mad, Mad, Mad, Mad World",Jonathan Winters,Lennie Pike,dumb_muscle
212,dumb_muscle,"{'char': 'Mongo', 'movie': 'Blazing Saddles', 'id': '/m/04w0vjn', 'actor': 'Alex Karras'}",/m/04w0vjn,Blazing Saddles,Alex Karras,Mongo,dumb_muscle
213,dumb_muscle,"{'char': 'Fezzik', 'movie': 'The Princess Bride', 'id': '/m/0k65zh', 'actor': 'André the Giant'}",/m/0k65zh,The Princess Bride,André the Giant,Fezzik,dumb_muscle
214,dumb_muscle,"{'char': 'Karl Childers', 'movie': 'Sling Blade', 'id': '/m/0k3dtt', 'actor': 'Billy Bob Thornton'}",/m/0k3dtt,Sling Blade,Billy Bob Thornton,Karl Childers,dumb_muscle
215,eccentric_mentor,"{'char': 'Aughra', 'movie': 'The Dark Crystal', 'id': '/m/02vbpft', 'actor': 'Billie Whitelaw'}",/m/02vbpft,The Dark Crystal,Billie Whitelaw,Aughra,eccentric_mentor
216,eccentric_mentor,"{'char': 'Mr. Kesuke Miyagi', 'movie': 'The Karate Kid', 'id': '/m/0k5jxz', 'actor': 'Pat Morita'}",/m/0k5jxz,The Karate Kid,Pat Morita,Mr. Kesuke Miyagi,eccentric_mentor
217,eccentric_mentor,"{'char': 'Yoda', 'movie': 'Star Wars Episode V: The Empire Strikes Back', 'id': '/m/02sg6hm', 'actor': 'Frank Oz'}",/m/02sg6hm,Star Wars Episode V: The Empire Strikes Back,Frank Oz,Yoda,eccentric_mentor
218,eccentric_mentor,"{'char': 'Gandalf', 'movie': 'The Lord of the Rings: The Fellowship of the Ring', 'id': '/m/0k5s9d', 'actor': 'Ian McKellen'}",/m/0k5s9d,The Lord of the Rings: The Fellowship of the Ring,Ian McKellen,Gandalf,eccentric_mentor
219,eccentric_mentor,"{'char': 'Fin Raziel', 'movie': 'Willow', 'id': '/m/0k837x', 'actor': 'Patricia Hayes'}",/m/0k837x,Willow,Patricia Hayes,Fin Raziel,eccentric_mentor
220,egomaniac_hunter,"{'char': 'Clayton', 'movie': 'Tarzan', 'id': '/m/0k42s4', 'actor': 'Brian Blessed'}",/m/0k42s4,Tarzan,Brian Blessed,Clayton,egomaniac_hunter
221,egomaniac_hunter,"{'char': 'Gaston', 'movie': 'Beauty and the Beast', 'id': '/m/0jv4jc', 'actor': 'Richard White'}",/m/0jv4jc,Beauty and the Beast,Richard White,Gaston,egomaniac_hunter
222,egomaniac_hunter,"{'char': 'Charles Muntz', 'movie': 'Up', 'id': '/m/045_c9z', 'actor': 'Christopher Plummer'}",/m/045_c9z,Up,Christopher Plummer,Charles Muntz,egomaniac_hunter
223,egomaniac_hunter,"{'char': 'John Wilson', 'movie': 'White Hunter, Black Heart', 'id': '/m/0k818w', 'actor': 'Clint Eastwood'}",/m/0k818w,"White Hunter, Black Heart",Clint Eastwood,John Wilson,egomaniac_hunter
224,egomaniac_hunter,"{'char': 'Victor Quartermaine', 'movie': 'Wallace & Gromit: The Curse of the Were-Rabbit', 'id': '/m/0k7vr9', 'actor': 'Ralph Fiennes'}",/m/0k7vr9,Wallace & Gromit: The Curse of the Were-Rabbit,Ralph Fiennes,Victor Quartermaine,egomaniac_hunter
225,egomaniac_hunter,"{'char': 'The Predator', 'movie': 'Predator 2', 'id': '/m/03lpp78', 'actor': 'Kevin Peter Hall'}",/m/03lpp78,Predator 2,Kevin Peter Hall,The Predator,egomaniac_hunter
226,egomaniac_hunter,"{'char': 'The Predator', 'movie': 'Predator', 'id': '/m/0h34xg2', 'actor': 'Peter Cullen'}",/m/0h34xg2,Predator,Peter Cullen,The Predator,egomaniac_hunter
227,evil_prince,"{'char': 'Prince Yu', 'movie': 'Curse of the Golden Flower', 'id': '/m/0gbxx9x', 'actor': 'Junjie Qin'}",/m/0gbxx9x,Curse of the Golden Flower,Junjie Qin,Prince Yu,evil_prince
228,evil_prince,"{'char': 'Crown Prince Leopold', 'movie': 'The Illusionist', 'id': '/m/0k5f_q', 'actor': 'Rufus Sewell'}",/m/0k5f_q,The Illusionist,Rufus Sewell,Crown Prince Leopold,evil_prince
229,evil_prince,"{'char': 'Commodus', 'movie': 'Gladiator', 'id': '/m/0jytd4', 'actor': 'Joaquin Phoenix'}",/m/0jytd4,Gladiator,Joaquin Phoenix,Commodus,evil_prince
230,evil_prince,"{'char': 'Lord Nelson Rathbone', 'movie': 'Shanghai Knights', 'id': '/m/02vd4f4', 'actor': 'Aidan Gillen'}",/m/02vd4f4,Shanghai Knights,Aidan Gillen,Lord Nelson Rathbone,evil_prince
231,evil_prince,"{'char': 'Prince Nuada', 'movie': 'Hellboy 2: The Golden Army', 'id': '/m/04m9lhl', 'actor': 'Luke Goss'}",/m/04m9lhl,Hellboy 2: The Golden Army,Luke Goss,Prince Nuada,evil_prince
232,evil_prince,"{'char': 'Nizam', 'movie': 'Prince of Persia: The Sands of Time', 'id': '/m/04m5488', 'actor': 'Ben Kingsley'}",/m/04m5488,Prince of Persia: The Sands of Time,Ben Kingsley,Nizam,evil_prince
233,evil_prince,"{'char': 'Prince Otwani', 'movie': 'Sheena', 'id': '/m/0k36bq', 'actor': 'Trevor Thomas'}",/m/0k36bq,Sheena,Trevor Thomas,Prince Otwani,evil_prince
234,evil_prince,"{'char': 'Prince Humperdinck', 'movie': 'The Princess Bride', 'id': '/m/0k65z0', 'actor': 'Chris Sarandon'}",/m/0k65z0,The Princess Bride,Chris Sarandon,Prince Humperdinck,evil_prince
235,fastest_gun_in_the_west,"{'char': 'Jim', 'movie': 'Blazing Saddles', 'id': '/m/0jvhqr', 'actor': 'Gene Wilder'}",/m/0jvhqr,Blazing Saddles,Gene Wilder,Jim,fastest_gun_in_the_west
